index,type,name,resident,streamed,parentStack
728,xmodel,c_t7_mp_firebreak_mpc_body2_skin14,3528,0,|zone_source/core_mod.zone|csv
729,xmodel,c_t7_mp_firebreak_mpc_body2_skin15,3528,0,|zone_source/core_mod.zone|csv
730,xmodel,c_t7_mp_firebreak_mpc_body3_skin1,3528,0,|zone_source/core_mod.zone|csv
731,xmodel,c_t7_mp_firebreak_mpc_body3_skin2,3528,0,|zone_source/core_mod.zone|csv
732,xmodel,c_t7_mp_firebreak_mpc_body3_skin3,3528,0,|zone_source/core_mod.zone|csv
733,xmodel,c_t7_mp_firebreak_mpc_body3_skin4,3528,0,|zone_source/core_mod.zone|csv
734,xmodel,c_t7_mp_firebreak_mpc_body3_skin5,3528,0,|zone_source/core_mod.zone|csv
735,xmodel,c_t7_mp_firebreak_mpc_body3_skin6,3528,0,|zone_source/core_mod.zone|csv
736,xmodel,c_t7_mp_firebreak_mpc_body3_skin7,3528,0,|zone_source/core_mod.zone|csv
737,xmodel,c_t7_mp_firebreak_mpc_body3_skin8,3528,0,|zone_source/core_mod.zone|csv
738,xmodel,c_t7_mp_firebreak_mpc_body3_skin9,3528,0,|zone_source/core_mod.zone|csv
739,xmodel,c_t7_mp_firebreak_mpc_body3_skin10,3528,0,|zone_source/core_mod.zone|csv
740,xmodel,c_t7_mp_firebreak_mpc_body3_skin11,3528,0,|zone_source/core_mod.zone|csv
741,xmodel,c_t7_mp_firebreak_mpc_body3_skin12,3528,0,|zone_source/core_mod.zone|csv
742,xmodel,c_t7_mp_firebreak_mpc_body3_skin13,3528,0,|zone_source/core_mod.zone|csv
743,xmodel,c_t7_mp_firebreak_mpc_body3_skin14,3528,0,|zone_source/core_mod.zone|csv
744,xmodel,c_t7_mp_firebreak_mpc_body3_skin15,3528,0,|zone_source/core_mod.zone|csv
745,image,i_blanc_face00_tex_c,277,393216,|mc/blanc_face00_tex|material|c_t7_zm_dlchd_nikolai_waw_mpc_fb|xmodel|zone_source/core_mod.zone|csv
746,material,mc/blanc_face00_tex,639,0,|c_t7_zm_dlchd_nikolai_waw_mpc_fb|xmodel|zone_source/core_mod.zone|csv
747,image,i_blanc_face01_tex_c,277,393216,|mc/blanc_face01_tex|material|c_t7_zm_dlchd_nikolai_waw_mpc_fb|xmodel|zone_source/core_mod.zone|csv
748,material,mc/blanc_face01_tex,771,0,|c_t7_zm_dlchd_nikolai_waw_mpc_fb|xmodel|zone_source/core_mod.zone|csv
749,image,i_blanc_hair00_tex_c,277,393216,|mc/blanc_hair00_tex|material|c_t7_zm_dlchd_nikolai_waw_mpc_fb|xmodel|zone_source/core_mod.zone|csv
750,material,mc/blanc_hair00_tex,923,0,|c_t7_zm_dlchd_nikolai_waw_mpc_fb|xmodel|zone_source/core_mod.zone|csv
751,image,i_blanc_acc00_tex_n,276,393216,|mc/blanc_acc00_tex|material|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
752,image,i_blanc_acc00_tex_g,268,218440,|mc/blanc_acc00_tex|material|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
753,image,i_blanc_acc00_tex_c,284,371384,|mc/blanc_acc00_tex|material|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
754,material,mc/blanc_acc00_tex,932,0,|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
755,image,i_blanc_body00_tex_n,277,1441792,|mc/blanc_body00_tex|material|c_t7_zm_dlchd_nikolai_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
756,image,i_blanc_body00_tex_g,269,742728,|mc/blanc_body00_tex|material|c_t7_zm_dlchd_nikolai_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
757,image,i_blanc_body00_tex_c,285,1419960,|mc/blanc_body00_tex|material|c_t7_zm_dlchd_nikolai_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
758,material,mc/blanc_body00_tex_skin,649,0,|c_t7_zm_dlchd_nikolai_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
759,material,mc/blanc_body00_tex,920,0,|c_t7_zm_dlchd_nikolai_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
760,xmodelmesh,xmodel_blanc2f308784,832,724704,|c_zom_dlc3_nikolai_mpc_fb_nohat|xmodel|zone_source/core_mod.zone|csv
761,xmodel,c_t7_mp_battery_mpc_fb1_skin1,18996,0,|zone_source/core_mod.zone|csv
762,xmodelmesh,xmodel_blanc_head2b1d7cc0,520,300896,|c_hro_sarah_base_head|xmodel|zone_source/core_mod.zone|csv
763,xmodel,c_t7_mp_battery_mpc_head1_skin1,7940,0,|zone_source/core_mod.zone|csv
764,xmodel,c_t7_mp_battery_mpc_head1_skin2,2472,0,|zone_source/core_mod.zone|csv
765,xmodel,c_t7_mp_battery_mpc_head1_skin3,2472,0,|zone_source/core_mod.zone|csv
766,xmodel,c_t7_mp_battery_mpc_head1_skin4,2472,0,|zone_source/core_mod.zone|csv
767,xmodel,c_t7_mp_battery_mpc_head1_skin5,2472,0,|zone_source/core_mod.zone|csv
768,xmodel,c_t7_mp_battery_mpc_head1_skin6,2472,0,|zone_source/core_mod.zone|csv
769,xmodel,c_t7_mp_battery_mpc_head1_skin7,2472,0,|zone_source/core_mod.zone|csv
770,xmodel,c_t7_mp_battery_mpc_head1_skin8,2472,0,|zone_source/core_mod.zone|csv
771,xmodel,c_t7_mp_battery_mpc_head1_skin9,2472,0,|zone_source/core_mod.zone|csv
772,image,i_blanc_priestshabit_acc00_tex_n,289,88512,|mc/blanc_priestshabit_acc00_tex|material|c_t7_zm_dlchd_nikolai_waw_mpc_fb|xmodel|zone_source/core_mod.zone|csv
773,image,i_blanc_priestshabit_acc00_tex_g,281,87368,|mc/blanc_priestshabit_acc00_tex|material|c_t7_zm_dlchd_nikolai_waw_mpc_fb|xmodel|zone_source/core_mod.zone|csv
774,image,i_blanc_priestshabit_acc00_tex_c,297,371384,|mc/blanc_priestshabit_acc00_tex|material|c_t7_zm_dlchd_nikolai_waw_mpc_fb|xmodel|zone_source/core_mod.zone|csv
775,material,mc/blanc_priestshabit_acc00_tex,925,0,|c_t7_zm_dlchd_nikolai_waw_mpc_fb|xmodel|zone_source/core_mod.zone|csv
776,xmodelmesh,xmodel_blanc_priestshabit_head73eaecd0,520,295040,|c_t7_mp_battery_mpc_head2_skin9|xmodel|zone_source/core_mod.zone|csv
777,xmodel,c_t7_mp_battery_mpc_head2_skin1,7620,0,|zone_source/core_mod.zone|csv
778,xmodel,c_t7_mp_battery_mpc_head2_skin2,2380,0,|zone_source/core_mod.zone|csv
779,xmodel,c_t7_mp_battery_mpc_head2_skin3,2376,0,|zone_source/core_mod.zone|csv
780,xmodel,c_t7_mp_battery_mpc_head2_skin4,2376,0,|zone_source/core_mod.zone|csv
781,xmodel,c_t7_mp_battery_mpc_head2_skin5,2376,0,|zone_source/core_mod.zone|csv
782,xmodel,c_t7_mp_battery_mpc_head2_skin6,2376,0,|zone_source/core_mod.zone|csv
783,xmodel,c_t7_mp_battery_mpc_head2_skin7,2376,0,|zone_source/core_mod.zone|csv
784,xmodel,c_t7_mp_battery_mpc_head2_skin8,2376,0,|zone_source/core_mod.zone|csv
785,xmodel,c_t7_mp_battery_mpc_head2_skin9,2376,0,|zone_source/core_mod.zone|csv
786,image,i_blanc_ultra_acc_c,276,98176,|mc/blanc_ultra_acc|material|c_zom_dlc_waw_nikolai_fb|xmodel|zone_source/core_mod.zone|csv
787,material,mc/blanc_ultra_acc,924,0,|c_zom_dlc_waw_nikolai_fb|xmodel|zone_source/core_mod.zone|csv
788,xmodelmesh,xmodel_blanc_ultra_headcd2fe25d,520,282048,|c_t7_mp_battery_mpc_head3_skin9|xmodel|zone_source/core_mod.zone|csv
789,xmodel,c_t7_mp_battery_mpc_head3_skin1,2480,0,|zone_source/core_mod.zone|csv
790,xmodel,c_t7_mp_battery_mpc_head3_skin2,2472,0,|zone_source/core_mod.zone|csv
791,xmodel,c_t7_mp_battery_mpc_head3_skin3,2472,0,|zone_source/core_mod.zone|csv
792,xmodel,c_t7_mp_battery_mpc_head3_skin4,2472,0,|zone_source/core_mod.zone|csv
793,xmodel,c_t7_mp_battery_mpc_head3_skin5,2472,0,|zone_source/core_mod.zone|csv
794,xmodel,c_t7_mp_battery_mpc_head3_skin6,2472,0,|zone_source/core_mod.zone|csv
795,xmodel,c_t7_mp_battery_mpc_head3_skin7,2472,0,|zone_source/core_mod.zone|csv
796,xmodel,c_t7_mp_battery_mpc_head3_skin8,2472,0,|zone_source/core_mod.zone|csv
797,xmodel,c_t7_mp_battery_mpc_head3_skin9,2472,0,|zone_source/core_mod.zone|csv
798,xmodel,c_t7_mp_battery_mpc_head4_skin1,2472,0,|zone_source/core_mod.zone|csv
799,xmodel,c_t7_mp_battery_mpc_head4_skin2,2472,0,|zone_source/core_mod.zone|csv
800,xmodel,c_t7_mp_battery_mpc_head4_skin3,2472,0,|zone_source/core_mod.zone|csv
801,xmodel,c_t7_mp_battery_mpc_head4_skin4,2472,0,|zone_source/core_mod.zone|csv
802,xmodel,c_t7_mp_battery_mpc_head4_skin5,2472,0,|zone_source/core_mod.zone|csv
803,xmodel,c_t7_mp_battery_mpc_head4_skin6,2472,0,|zone_source/core_mod.zone|csv
804,xmodel,c_t7_mp_battery_mpc_head4_skin7,2472,0,|zone_source/core_mod.zone|csv
805,xmodel,c_t7_mp_battery_head5_skin1,2472,0,|zone_source/core_mod.zone|csv
806,xmodel,c_t7_mp_battery_head5_skin2,2472,0,|zone_source/core_mod.zone|csv
807,xmodel,c_t7_mp_battery_head5_skin3,2472,0,|zone_source/core_mod.zone|csv
808,xmodel,c_t7_mp_battery_head5_skin4,2472,0,|zone_source/core_mod.zone|csv
809,xmodel,c_t7_mp_battery_head5_skin5,2472,0,|zone_source/core_mod.zone|csv
810,xmodel,c_t7_mp_battery_head5_skin6,2472,0,|zone_source/core_mod.zone|csv
811,xmodel,c_t7_mp_battery_head6_skin1,2472,0,|zone_source/core_mod.zone|csv
812,xmodel,c_t7_mp_battery_head6_skin2,2472,0,|zone_source/core_mod.zone|csv
813,xmodel,c_t7_mp_battery_head6_skin3,2472,0,|zone_source/core_mod.zone|csv
814,xmodel,c_t7_mp_battery_head6_skin4,2472,0,|zone_source/core_mod.zone|csv
815,xmodelmesh,xmodel_blanc_body74f0eaf8,432,424064,|c_t7_mp_battery_mpc_body1_skin15|xmodel|zone_source/core_mod.zone|csv
816,xmodel,c_t7_mp_battery_mpc_body1_skin1,12272,0,|zone_source/core_mod.zone|csv
817,xmodel,c_t7_mp_battery_mpc_body1_skin2,3772,0,|zone_source/core_mod.zone|csv
818,xmodel,c_t7_mp_battery_mpc_body1_skin3,3776,0,|zone_source/core_mod.zone|csv
819,xmodel,c_t7_mp_battery_mpc_body1_skin4,3776,0,|zone_source/core_mod.zone|csv
820,xmodel,c_t7_mp_battery_mpc_body1_skin5,3776,0,|zone_source/core_mod.zone|csv
821,xmodel,c_t7_mp_battery_mpc_body1_skin6,3776,0,|zone_source/core_mod.zone|csv
822,xmodel,c_t7_mp_battery_mpc_body1_skin7,3776,0,|zone_source/core_mod.zone|csv
823,xmodel,c_t7_mp_battery_mpc_body1_skin8,3776,0,|zone_source/core_mod.zone|csv
824,xmodel,c_t7_mp_battery_mpc_body1_skin9,3776,0,|zone_source/core_mod.zone|csv
825,xmodel,c_t7_mp_battery_mpc_body1_skin10,3776,0,|zone_source/core_mod.zone|csv
826,xmodel,c_t7_mp_battery_mpc_body1_skin11,3776,0,|zone_source/core_mod.zone|csv
827,xmodel,c_t7_mp_battery_mpc_body1_skin12,3776,0,|zone_source/core_mod.zone|csv
828,xmodel,c_t7_mp_battery_mpc_body1_skin13,3776,0,|zone_source/core_mod.zone|csv
829,xmodel,c_t7_mp_battery_mpc_body1_skin14,3776,0,|zone_source/core_mod.zone|csv
830,xmodel,c_t7_mp_battery_mpc_body1_skin15,3776,0,|zone_source/core_mod.zone|csv
831,image,i_blanc_priestshabit_body00_tex_n,290,1456576,|mc/blanc_priestshabit_body00_tex_skin|material|c_t7_zm_dlchd_nikolai_waw_mpc_fb|xmodel|zone_source/core_mod.zone|csv
832,image,i_blanc_priestshabit_body00_tex_g,282,742728,|mc/blanc_priestshabit_body00_tex_skin|material|c_t7_zm_dlchd_nikolai_waw_mpc_fb|xmodel|zone_source/core_mod.zone|csv
833,image,i_blanc_priestshabit_body00_tex_c,298,1419960,|mc/blanc_priestshabit_body00_tex_skin|material|c_t7_zm_dlchd_nikolai_waw_mpc_fb|xmodel|zone_source/core_mod.zone|csv
834,material,mc/blanc_priestshabit_body00_tex,926,0,|c_t7_zm_dlchd_nikolai_waw_mpc_fb|xmodel|zone_source/core_mod.zone|csv
835,material,mc/blanc_priestshabit_body00_tex_skin,664,0,|c_t7_zm_dlchd_nikolai_waw_mpc_fb|xmodel|zone_source/core_mod.zone|csv
836,xmodelmesh,xmodel_blanc_priestshabit_body9a828963,440,402224,|c_t7_mp_battery_mpc_body2_skin15|xmodel|zone_source/core_mod.zone|csv
837,xmodel,c_t7_mp_battery_mpc_body2_skin1,11100,0,|zone_source/core_mod.zone|csv
838,xmodel,c_t7_mp_battery_mpc_body2_skin2,3424,0,|zone_source/core_mod.zone|csv
839,xmodel,c_t7_mp_battery_mpc_body2_skin3,3424,0,|zone_source/core_mod.zone|csv
840,xmodel,c_t7_mp_battery_mpc_body2_skin4,3424,0,|zone_source/core_mod.zone|csv
841,xmodel,c_t7_mp_battery_mpc_body2_skin5,3424,0,|zone_source/core_mod.zone|csv
842,xmodel,c_t7_mp_battery_mpc_body2_skin6,3424,0,|zone_source/core_mod.zone|csv
843,xmodel,c_t7_mp_battery_mpc_body2_skin7,3424,0,|zone_source/core_mod.zone|csv
844,xmodel,c_t7_mp_battery_mpc_body2_skin8,3424,0,|zone_source/core_mod.zone|csv
845,xmodel,c_t7_mp_battery_mpc_body2_skin9,3424,0,|zone_source/core_mod.zone|csv
846,xmodel,c_t7_mp_battery_mpc_body2_skin10,3424,0,|zone_source/core_mod.zone|csv
847,xmodel,c_t7_mp_battery_mpc_body2_skin11,3424,0,|zone_source/core_mod.zone|csv
848,xmodel,c_t7_mp_battery_mpc_body2_skin12,3424,0,|zone_source/core_mod.zone|csv
849,xmodel,c_t7_mp_battery_mpc_body2_skin13,3424,0,|zone_source/core_mod.zone|csv
850,xmodel,c_t7_mp_battery_mpc_body2_skin14,3424,0,|zone_source/core_mod.zone|csv
851,xmodel,c_t7_mp_battery_mpc_body2_skin15,3424,0,|zone_source/core_mod.zone|csv
852,image,i_blanc_ultra_body_g,109,733720,|mc/blanc_ultra_body|material|c_zom_dlc_waw_nikolai_fb|xmodel|zone_source/core_mod.zone|csv
853,image,i_blanc_ultra_body_c,285,1419960,|mc/blanc_ultra_body|material|c_zom_dlc_waw_nikolai_fb|xmodel|zone_source/core_mod.zone|csv
854,material,mc/blanc_ultra_body,1338,0,|c_zom_dlc_waw_nikolai_fb|xmodel|zone_source/core_mod.zone|csv
855,image,i_blanc_ultra_face_c,277,393216,|mc/blanc_ultra_face|material|c_zom_dlc_waw_nikolai_fb|xmodel|zone_source/core_mod.zone|csv
856,material,mc/blanc_ultra_face,643,0,|c_zom_dlc_waw_nikolai_fb|xmodel|zone_source/core_mod.zone|csv
857,xmodelmesh,xmodel_blanc_ultra_body370eb09b,488,450656,|c_t7_mp_battery_mpc_body3_skin15|xmodel|zone_source/core_mod.zone|csv
858,xmodel,c_t7_mp_battery_mpc_body3_skin1,11948,0,|zone_source/core_mod.zone|csv
859,xmodel,c_t7_mp_battery_mpc_body3_skin2,3680,0,|zone_source/core_mod.zone|csv
860,xmodel,c_t7_mp_battery_mpc_body3_skin3,3680,0,|zone_source/core_mod.zone|csv
861,xmodel,c_t7_mp_battery_mpc_body3_skin4,3680,0,|zone_source/core_mod.zone|csv
862,xmodel,c_t7_mp_battery_mpc_body3_skin5,3680,0,|zone_source/core_mod.zone|csv
863,xmodel,c_t7_mp_battery_mpc_body3_skin6,3680,0,|zone_source/core_mod.zone|csv
864,xmodel,c_t7_mp_battery_mpc_body3_skin7,3680,0,|zone_source/core_mod.zone|csv
865,xmodel,c_t7_mp_battery_mpc_body3_skin8,3680,0,|zone_source/core_mod.zone|csv
866,xmodel,c_t7_mp_battery_mpc_body3_skin9,3680,0,|zone_source/core_mod.zone|csv
867,xmodel,c_t7_mp_battery_mpc_body3_skin10,3680,0,|zone_source/core_mod.zone|csv
868,xmodel,c_t7_mp_battery_mpc_body3_skin11,3680,0,|zone_source/core_mod.zone|csv
869,xmodel,c_t7_mp_battery_mpc_body3_skin12,3680,0,|zone_source/core_mod.zone|csv
870,xmodel,c_t7_mp_battery_mpc_body3_skin13,3680,0,|zone_source/core_mod.zone|csv
871,xmodel,c_t7_mp_battery_mpc_body3_skin14,3680,0,|zone_source/core_mod.zone|csv
872,xmodel,c_t7_mp_battery_mpc_body3_skin15,3680,0,|zone_source/core_mod.zone|csv
873,xmodelmesh,xmodel_kurome311443ef,624,663856,|c_t7_mp_lo_saito_mpc_fe|xmodel|zone_source/core_mod.zone|csv
874,xmodel,c_t7_mp_lo_saito_mpc_fe,12248,0,|zone_source/core_mod.zone|csv
875,xmodel,c_hro_playerfemale_head3,6940,0,|zone_source/core_mod.zone|csv
876,xmodel,c_hro_playerfemale_head4,2984,0,|zone_source/core_mod.zone|csv
877,xmodel,c_hro_playerfemale_head5,2984,0,|zone_source/core_mod.zone|csv
878,xmodel,c_hro_playerfemale_head6,2984,0,|zone_source/core_mod.zone|csv
879,xmodel,c_hro_playerfemale_head7,2984,0,|zone_source/core_mod.zone|csv
880,xmodel,c_hro_playerfemale_head8,2984,0,|zone_source/core_mod.zone|csv
881,xmodel,c_hro_playerfemale_head9,2984,0,|zone_source/core_mod.zone|csv
882,xmodel,c_hro_playerfemale_head10,2984,0,|zone_source/core_mod.zone|csv
883,xmodel,c_hro_playerfemale_head11,2984,0,|zone_source/core_mod.zone|csv
884,xmodelmesh,xmodel_nepgear_sp46ea6720,840,600576,|c_hro_playermale_egypt_fb|xmodel|zone_source/core_mod.zone|csv
885,xmodel,c_hro_playerfemale_prologue_fb,18356,0,|zone_source/core_mod.zone|csv
886,xmodel,c_hro_playerfemale_hospital_fb,5648,0,|zone_source/core_mod.zone|csv
887,xmodel,c_hro_playerfemale_egypt_fb,5640,0,|zone_source/core_mod.zone|csv
888,xmodel,c_hro_playerfemale_egypt_mpc_body,7240,0,|zone_source/core_mod.zone|csv
889,xmodel,c_hro_playerfemale_aquifer_mpc_body,3104,0,|zone_source/core_mod.zone|csv
890,xmodel,c_hro_playerfemale_armsdealer_mpc_body,3112,0,|zone_source/core_mod.zone|csv
891,xmodel,c_hro_playerfemale_blackstation_mpc_body,3112,0,|zone_source/core_mod.zone|csv
892,xmodel,c_hro_playerfemale_endgame_mpc_body,3104,0,|zone_source/core_mod.zone|csv
893,xmodel,c_hro_playerfemale_new_world_mpc_body,3112,0,|zone_source/core_mod.zone|csv
894,xmodel,c_hro_playerfemale_prologue_mpc_body,3112,0,|zone_source/core_mod.zone|csv
895,xmodel,c_hro_playerfemale_zurich_mpc_body,3104,0,|zone_source/core_mod.zone|csv
896,xmodel,c_hro_playerfemale_lotus_tower_mpc_body,3112,0,|zone_source/core_mod.zone|csv
897,xmodel,c_hro_playerfemale_vengeance_mpc_body,3112,0,|zone_source/core_mod.zone|csv
898,xmodel,c_hro_playerfemale_infection_mpc_body,3112,0,|zone_source/core_mod.zone|csv
899,xmodel,c_hro_playerfemale_sgen_mpc_body,3104,0,|zone_source/core_mod.zone|csv
900,xmodel,c_hro_playerfemale_ramses_mpc_body,3104,0,|zone_source/core_mod.zone|csv
901,xmodel,c_hro_playerfemale_undercover_mpc_body,3112,0,|zone_source/core_mod.zone|csv
902,xmodel,c_hro_playermale_head3,2980,0,|zone_source/core_mod.zone|csv
903,xmodel,c_hro_playermale_head4,2976,0,|zone_source/core_mod.zone|csv
904,xmodel,c_hro_playermale_head5,2976,0,|zone_source/core_mod.zone|csv
905,xmodel,c_hro_playermale_head6,2976,0,|zone_source/core_mod.zone|csv
906,xmodel,c_hro_playermale_head7,2976,0,|zone_source/core_mod.zone|csv
907,xmodel,c_hro_playermale_head8,2976,0,|zone_source/core_mod.zone|csv
908,xmodel,c_hro_playermale_head9,2976,0,|zone_source/core_mod.zone|csv
909,xmodel,c_hro_playermale_head10,2976,0,|zone_source/core_mod.zone|csv
910,xmodel,c_hro_playermale_head11,2976,0,|zone_source/core_mod.zone|csv
911,xmodel,c_hro_playermale_prologue_fb,5644,0,|zone_source/core_mod.zone|csv
912,xmodel,c_hro_playermale_hospital_fb,5648,0,|zone_source/core_mod.zone|csv
913,xmodel,c_hro_playermale_egypt_fb,5640,0,|zone_source/core_mod.zone|csv
914,xmodel,c_hro_playermale_egypt_mpc_body,3104,0,|zone_source/core_mod.zone|csv
915,xmodel,c_hro_playermale_aquifer_mpc_body,3104,0,|zone_source/core_mod.zone|csv
916,xmodel,c_hro_playermale_armsdealer_mpc_body,3112,0,|zone_source/core_mod.zone|csv
917,xmodel,c_hro_playermale_blackstation_mpc_body,3112,0,|zone_source/core_mod.zone|csv
918,xmodel,c_hro_playermale_endgame_mpc_body,3104,0,|zone_source/core_mod.zone|csv
919,xmodel,c_hro_playermale_new_world_mpc_body,3104,0,|zone_source/core_mod.zone|csv
920,xmodel,c_hro_playermale_prologue_mpc_body,3104,0,|zone_source/core_mod.zone|csv
921,xmodel,c_hro_playermale_zurich_mpc_body,3104,0,|zone_source/core_mod.zone|csv
922,xmodel,c_hro_playermale_lotus_tower_mpc_body,3112,0,|zone_source/core_mod.zone|csv
923,xmodel,c_hro_playermale_vengeance_mpc_body,3104,0,|zone_source/core_mod.zone|csv
924,xmodel,c_hro_playermale_infection_mpc_body,3104,0,|zone_source/core_mod.zone|csv
925,xmodel,c_hro_playermale_sgen_mpc_body,3104,0,|zone_source/core_mod.zone|csv
926,xmodel,c_hro_playermale_ramses_mpc_body,3104,0,|zone_source/core_mod.zone|csv
927,xmodel,c_hro_playermale_undercover_mpc_body,3112,0,|zone_source/core_mod.zone|csv
928,xmodel,c_hro_playermale_prologue_body_cin_botharmsoff,3120,0,|zone_source/core_mod.zone|csv
929,xmodelmesh,xmodel_neptune_paladin_uniform_body_sp458575e6,472,432336,|c_hro_hendricks_undercover_body|xmodel|zone_source/core_mod.zone|csv
930,xmodel,c_hro_hendricks_undercover_body,10148,0,|zone_source/core_mod.zone|csv
931,xmodelmesh,xmodel_neptune_body_sp96e51d87,520,306128,|c_hro_playermale_hospital_body|xmodel|zone_source/core_mod.zone|csv
932,xmodel,c_hro_hendricks_prologue_body,10904,0,|zone_source/core_mod.zone|csv
933,xmodel,c_hro_hendricks_egypt_body,3368,0,|zone_source/core_mod.zone|csv
934,xmodel,c_hro_hendricks_egypt_head,6564,0,|zone_source/core_mod.zone|csv
935,xmodel,c_hro_hendricks_sing_body,3364,0,|zone_source/core_mod.zone|csv
936,xmodel,c_hro_hendricks_sing_head,2824,0,|zone_source/core_mod.zone|csv
937,xmodelmesh,xmodel_neptune_spfdb98af1,912,743712,|c_zom_dlc3_richtofen_cin_fb|xmodel|zone_source/core_mod.zone|csv
938,xmodel,c_hro_hendricks_base_fb,18152,0,|zone_source/core_mod.zone|csv
939,xmodel,c_hro_hendricks_egypt_fb,5592,0,|zone_source/core_mod.zone|csv
940,xmodel,c_hro_hendricks_sing_fb,5584,0,|zone_source/core_mod.zone|csv
941,xmodel,c_hro_hendricks_sing_cinematic_fb,5600,0,|zone_source/core_mod.zone|csv
942,xmodel,c_hro_hendricks_dronepack_fb,5592,0,|zone_source/core_mod.zone|csv
943,xmodel,c_hro_playermale_hospital_body,3368,0,|zone_source/core_mod.zone|csv
944,xmodelmesh,xmodel_uni_spf08594ba,816,615296,|c_hro_rachel_sing_facemelt_fb|xmodel|zone_source/core_mod.zone|csv
945,xmodel,c_hro_rachel_egypt_fb,17924,0,|zone_source/core_mod.zone|csv
946,xmodelmesh,xmodel_uni_body_spfe1861df,312,278480,|c_hro_rachel_egypt_nosweat_body|xmodel|zone_source/core_mod.zone|csv
947,xmodel,c_hro_rachel_egypt_body,9604,0,|zone_source/core_mod.zone|csv
948,xmodel,c_hro_rachel_egypt_head,7176,0,|zone_source/core_mod.zone|csv
949,xmodel,c_hro_rachel_sing_body,2952,0,|zone_source/core_mod.zone|csv
950,xmodel,c_hro_rachel_sing_head,3084,0,|zone_source/core_mod.zone|csv
951,xmodel,c_hro_rachel_sing_facemelt_fb,5520,0,|zone_source/core_mod.zone|csv
952,xmodel,c_hro_rachel_egypt_nosweat_head,3096,0,|zone_source/core_mod.zone|csv
953,xmodel,c_hro_rachel_egypt_nosweat_body,2964,0,|zone_source/core_mod.zone|csv
954,xmodelmesh,xmodel_noire_spf1abc3c7,832,743840,|c_hro_taylor_base_fb|xmodel|zone_source/core_mod.zone|csv
955,xmodel,c_hro_taylor_base_fb,16652,0,|zone_source/core_mod.zone|csv
956,xmodelmesh,xmodel_noire_body_sp79e501e9,448,321376,|c_zom_dlc_waw_dempsey_body|xmodel|zone_source/core_mod.zone|csv
957,xmodel,c_hro_taylor_base_body,9192,0,|zone_source/core_mod.zone|csv
958,xmodel,c_hro_taylor_base_body_rev,2840,0,|zone_source/core_mod.zone|csv
959,xmodel,c_hro_taylor_base_head,6256,0,|zone_source/core_mod.zone|csv
960,xmodel,c_hro_taylor_base_head_rev,2692,0,|zone_source/core_mod.zone|csv
961,xmodel,c_hro_taylor_base_head_bullet_wound,2704,0,|zone_source/core_mod.zone|csv
962,xmodelmesh,xmodel_blanc_sp475e9e77,824,724800,|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
963,xmodel,c_hro_sarah_base_fb,18880,0,|zone_source/core_mod.zone|csv
964,xmodel,c_hro_sarah_salvation_fb,5804,0,|zone_source/core_mod.zone|csv
965,xmodel,c_hro_sarah_salvation_fb_reveal,5808,0,|zone_source/core_mod.zone|csv
966,xmodelmesh,xmodel_blanc_body_sp74cd09a7,432,424032,|c_hro_sarah_base_body|xmodel|zone_source/core_mod.zone|csv
967,xmodel,c_hro_sarah_base_body,12160,0,|zone_source/core_mod.zone|csv
968,xmodel,c_hro_sarah_base_head,5724,0,|zone_source/core_mod.zone|csv
969,xmodelmesh,xmodel_ram_spd9db39de,904,698896,|c_hro_maretti_base_fb|xmodel|zone_source/core_mod.zone|csv
970,xmodel,c_hro_maretti_base_fb,18260,0,|zone_source/core_mod.zone|csv
971,xmodelmesh,xmodel_ram_body_spffe70904,424,356832,|c_hro_maretti_base_body_rev|xmodel|zone_source/core_mod.zone|csv
972,xmodel,c_hro_maretti_base_body,10988,0,|zone_source/core_mod.zone|csv
973,xmodel,c_hro_maretti_base_body_rev,3388,0,|zone_source/core_mod.zone|csv
974,xmodel,c_hro_maretti_base_head,6116,0,|zone_source/core_mod.zone|csv
975,xmodel,c_hro_maretti_base_head_rev,2644,0,|zone_source/core_mod.zone|csv
976,xmodelmesh,xmodel_rom_sp3146844a,904,728400,|c_hro_diaz_base_fb|xmodel|zone_source/core_mod.zone|csv
977,xmodel,c_hro_diaz_base_fb,18780,0,|zone_source/core_mod.zone|csv
978,xmodelmesh,xmodel_rom_body_spb9387e47,424,356800,|c_hro_diaz_base_body|xmodel|zone_source/core_mod.zone|csv
979,xmodel,c_hro_diaz_base_body,9552,0,|zone_source/core_mod.zone|csv
980,xmodel,c_hro_diaz_base_head,6796,0,|zone_source/core_mod.zone|csv
981,image,i_vert_body00_tex_n,276,1449920,|mc/vert_body00_tex|material|c_t7_zm_dlchd_takeo_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
